WARD,ID,YEAR,ITEM,CATEGORY,LOCATION,COST,TOTAL COST
25,44919,2023,Street Speed Hump Menu,Street Resurfacing,ON S WOOD ST FROM W 17TH ST (1700 S) TO W 18TH ST (1800 S),2440,8136558
25,44920,2023,Street Speed Hump Menu,Street Resurfacing,ON S WOOD ST FROM W 18TH ST (1800 S) TO W 19TH ST (1900 S),4880,8136558
25,44921,2023,Street Speed Hump Menu,Street Resurfacing,ON W 14TH PL FROM S PEORIA ST (900 W) TO S HALSTED ST (800 W),4880,8136558
25,44922,2023,Street Speed Hump Menu,Street Resurfacing,ON W 18TH PL FROM S HOYNE AVE (2100 W) TO S LEAVITT ST (2200 W),4880,8136558
25,44923,2023,Street Speed Hump Menu,Street Resurfacing,ON W 21ST PL FROM S DAMEN AVE (2000 W) TO S WOLCOTT AVE (1900 W),4880,8136558
25,44924,2023,Street Speed Hump Menu,Street Resurfacing,ON W 24TH ST FROM S LEAVITT ST (2200 W) TO S BELL AVE (2240 W),2440,8136558
25,44925,2023,Street Speed Hump Replacement,Street Resurfacing,ON W 17TH ST FROM S WOLCOTT AVE (1900 W) TO S DAMEN AVE (2000 W),0,8136558
25,44926,2023,Street Speed Hump Replacement,Street Resurfacing,ON W 23RD PL FROM S ROCKWELL ST (2600 W) TO S CALIFORNIA AVE (2800 W),0,8136558
25,47015,2024,Alley Resurfacing Menu,Alleys,S DAMEN AVE & W 23RD ST&W COULTER ST & S DAMEN AVE,32861,8136558
25,47016,2024,Alley Resurfacing Menu,Alleys,W 24TH PL & S WESTERN AVE&S WESTERN AVE & W 25TH ST,24689,8136558
25,47017,2024,Alley Resurfacing Menu,Alleys,W CULLERTON ST & S ASHLAND AVE&S PAULINA ST & W 21ST ST,37400,8136558
25,47018,2024,Alley Resurfacing Menu,Alleys,W CULLERTON ST & S ROCKWELL ST&S WASHTENAW AVE & W 21ST ST; 2641 W CULLERTON ST,36353,8136558
25,47019,2024,Alley Speed Hump Menu,Alleys,W CULLERTON ST & S WOOD ST&S WOLCOTT AVE & W 21ST ST; 1817 W CULLERTON ST,1450,8136558
25,47020,2024,Alley Speed Hump Replacement,Alleys,W CULLERTON ST & S ASHLAND AVE&S PAULINA ST & W 21ST ST,0,8136558
25,47021,2024,Curb & Gutter Menu,Street Resurfacing,1617 W 16TH ST,220000,8136558
25,47022,2024,Miscellaneous CDOT Projects,Misc. CDOT,1800 S THROOP ST,660,8136558
25,47023,2024,Miscellaneous CDOT Projects,Misc. CDOT,7300 N ORIOLE AVE,660,8136558
25,47024,2024,Pavement Markings Menu,Street Redesign,ON W 18TH ST FROM S WOOD ST (1800 W) TO S DAMEN AVE (2000 W),4000,8136558
25,47025,2024,Pavement Markings Menu,Street Redesign,W CERMAK RD & S PAULINA ST,35000,8136558
25,47026,2024,Pickard Elementary Public Art Installment 25th Ward Menu 2024,Beautification,2301 W 21ST PL,45000,8136558
25,47027,2024,Sidewalk Menu,Sidewalk Repair,1114 W 17TH ST,6630,8136558
25,47028,2024,Sidewalk Menu,Sidewalk Repair,1412 W CERMAK RD,5018,8136558
25,47029,2024,Sidewalk Menu,Sidewalk Repair,1659 W CULLERTON ST,34715,8136558
25,47030,2024,Sidewalk Menu,Sidewalk Repair,1815 S RACINE AVE,14082,8136558
25,47031,2024,Sidewalk Menu,Sidewalk Repair,1819 S ALLPORT ST,3635,8136558
25,47032,2024,Sidewalk Menu,Sidewalk Repair,1837 W CERMAK RD,9893,8136558
25,47033,2024,Sidewalk Menu,Sidewalk Repair,2111 W 18TH PL,17650,8136558
25,47034,2024,Sidewalk Menu,Sidewalk Repair,2130 W 23RD PL,11169,8136558
25,47035,2024,Sidewalk Menu,Sidewalk Repair,2144-2150 S HOYNE AVE; 2214-2230 S HOYNE AVE,52128,8136558
25,47036,2024,Sidewalk Menu,Sidewalk Repair,2314-2330 W 23RD PL,3441,8136558
25,47037,2024,Sidewalk Menu,Sidewalk Repair,2359 S WESTERN AVE,5675,8136558
25,47038,2024,Sidewalk Menu,Sidewalk Repair,3141 W 26TH ST,60326,8136558
25,47039,2024,Speed Indicator Signs,Traffic Signals,W 18TH ST & S DAMEN AVE,28000,8136558
25,47040,2024,Street Resurfacing Menu,Street Resurfacing,ON S ABERDEEN ST FROM W 14TH PL (1432 S) TO W 15TH ST (1499 S),16989,8136558
25,47041,2024,Street Resurfacing Menu,Street Resurfacing,ON S RUBLE ST FROM S UNION AVE (1400 S) TO W 21ST ST (2100 S),45861,8136558
25,47042,2024,Street Resurfacing Menu,Street Resurfacing,ON W 18TH PL FROM 1756 W TO S PAULINA ST (1700 W),78894,8136558
25,47043,2024,Street Resurfacing Menu,Street Resurfacing,ON W 18TH PL FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W),86127,8136558
25,47044,2024,Street Resurfacing Menu,Street Resurfacing,ON W 18TH PL FROM S DAMEN AVE (2000 W) TO S HOYNE AVE (2100 W),69881,8136558
25,47045,2024,Street Resurfacing Menu,Street Resurfacing,ON W 21ST ST FROM S ROCKWELL ST (2600 W) TO S CALIFORNIA AVE (2800 W),160383,8136558
25,47046,2024,Street Speed Hump Menu,Street Resurfacing,2108 S MAY ST; ON S MAY ST FROM W 21ST ST (2100 S) TO W CERMAK RD (2200 S),2440,8136558
25,47047,2024,Street Speed Hump Menu,Street Resurfacing,2321 W 21ST ST; ON W 21ST ST FROM S OAKLEY AVE (2300 W) TO S WESTERN AVE (2400 W),4700,8136558
25,47048,2024,Street Speed Hump Menu,Street Resurfacing,2632 S SPAULDING AVE; ON S SPAULDING AVE FROM W 26TH ST (2600 S) TO W 27TH ST (2700 S),4880,8136558
25,47049,2024,Street Speed Hump Menu,Street Resurfacing,ON S MORGAN ST FROM W 14TH PL (1432 S) TO W 15TH PL (1527 S),4880,8136558
25,47050,2024,Street Speed Hump Menu,Street Resurfacing,ON S OAKLEY AVE FROM W 23RD ST (2300 S) TO W 23RD PL (2330 S); 2322 S OAKLEY AVE,4880,8136558
25,47051,2024,Street Speed Hump Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 23RD ST (2300 S) TO W 24TH ST (2400 S),4880,8136558
25,47052,2024,Street Speed Hump Menu,Street Resurfacing,ON S WHIPPLE ST FROM W 27TH ST (2700 S) TO W 28TH ST (2800 S),2440,8136558
25,47053,2024,Street Speed Hump Menu,Street Resurfacing,ON W 17TH ST FROM S UNION AVE (700 W) TO S HALSTED ST (800 W),2440,8136558
25,47054,2024,Street Speed Hump Menu,Street Resurfacing,ON W 24TH ST FROM 2498 W TO S WESTERN AVE (2400 W),4880,8136558
25,47055,2024,Street Speed Hump Menu,Street Resurfacing,ON W 28TH ST FROM S SACRAMENTO AVE (3000 W) TO S WHIPPLE ST (3030 W),2440,8136558
25,47056,2024,Street Speed Hump Menu,Street Resurfacing,ON W CULLERTON ST FROM S HOYNE AVE (2100 W) TO S LEAVITT ST (2200 W),2440,8136558
25,47057,2024,Street Speed Hump Replacement,Street Resurfacing,ON W 18TH PL FROM S ASHLAND AVE (1600 W) TO S PAULINA ST (1700 W),0,8136558
25,47058,2024,Street Speed Hump Replacement,Street Resurfacing,ON W 18TH PL FROM S DAMEN AVE (2000 W) TO S HOYNE AVE (2100 W),0,8136558
25,47059,2024,Street Speed Hump Replacement,Street Resurfacing,ON W 21ST ST FROM S ROCKWELL ST (2600 W) TO S CALIFORNIA AVE (2800 W),0,8136558
26,21478,2019,Alley Resurfacing Menu,Alleys,2600 W CHICAGO AVE,42928,8580870
26,21479,2019,Alley Resurfacing Menu,Alleys,W NORTH AVE & N ST LOUIS AVE & W WABANSIA AVE & N DRAKE AVE,59764,8580870
26,21480,2019,Alley Resurfacing Menu,Alleys,N WESTERN AVE & W OHIO ST & N ARTESIAN AVE & W GRAND AVE,36396,8580870
26,21481,2019,Alley Resurfacing Menu,Alleys,1700 N TRIPP AVE,33201,8580870
26,21482,2019,Alley Speed Hump Menu,Alleys,1500 N KARLOV AVE,1400,8580870
26,21483,2019,Alley Speed Hump Menu,Alleys,1500 N TRIPP AVE,2100,8580870
26,21484,2019,Alley Speed Hump Menu,Alleys,1409 N KOSTNER AVE,700,8580870
26,21485,2019,Alley Speed Hump Menu,Alleys,2436 W HURON ST,700,8580870
26,21486,2019,Curb & Gutter Menu,Street Resurfacing,1536 N ST LOUIS AVE,3620,8580870
26,21487,2019,Curb & Gutter Menu,Street Resurfacing,3013-3015 W WABANSIA AVE,2324,8580870
26,21488,2019,Ellen Mitchell Elementary Playground Improvements,Parks,2233 W OHIO ST,20000,8580870
26,21489,2019,POD CAMERA - N Humbold Dr/Munoz Marine/Division,Police Cameras,1210 N HUMBOLDT DR,24776,8580870
26,21490,2019,POD Camera: 3257 W LeMoyne,Police Cameras,3257 W LE MOYNE ST,24776,8580870
26,21491,2019,Sidewalk Menu,Sidewalk Repair,1629 N HAMLIN AVE,9461,8580870
26,21492,2019,Sidewalk Menu,Sidewalk Repair,1004 N KEDZIE AVE,24507,8580870
26,21493,2019,Sidewalk Menu,Sidewalk Repair,2401-2411 W OHIO ST,22006,8580870
26,21494,2019,Sidewalk Menu,Sidewalk Repair,1940-1950 N HARDING AVE,4408,8580870
26,21495,2019,Sidewalk Menu,Sidewalk Repair,1545-1553 N TRIPP AVE,9116,8580870
26,21496,2019,Sidewalk Menu,Sidewalk Repair,3750-3751 W WABANSIA AVE,53517,8580870
26,21497,2019,Sidewalk Menu,Sidewalk Repair,3312 W DICKENS AVE,1066,8580870
26,21498,2019,Sidewalk Menu,Sidewalk Repair,3118-3134 W WALTON ST,14730,8580870
26,21499,2019,Street Light Upgrade Menu,Lighting,3858 W DIVISION ST,500,8580870
26,21500,2019,Street Resurfacing Menu,Street Resurfacing,ON W LE MOYNE DR FROM N RIDGEWAY AVE (3730 W) TO N HAMLIN AVE (3800 W),21203,8580870
26,21501,2019,Street Resurfacing Menu,Street Resurfacing,ON W BEACH AVE FROM N ST LOUIS AVE (3500 W) TO N CENTRAL PARK AVE (3599 W),54057,8580870
26,21502,2019,Street Resurfacing Menu,Street Resurfacing,ON N KEELER AVE FROM W HIRSCH ST (1400 N) TO W GRAND AVE (1510 N),35351,8580870
26,21503,2019,Street Resurfacing Menu,Street Resurfacing,ON N TROY ST FROM W BLOOMINGDALE AVE (1800 N) TO W WABANSIA AVE (1700 N),52469,8580870
26,21504,2019,Street Resurfacing Menu,Street Resurfacing,ON N MOZART ST FROM W AUGUSTA BLVD (1000 N) TO W THOMAS ST (1100 N),46101,8580870
26,21505,2019,Street Resurfacing Menu,Street Resurfacing,ON N SPAULDING AVE FROM W POTOMAC AVE (1300 N) TO W EVERGREEN AVE (1340 N),20787,8580870
26,21506,2019,Street Resurfacing Menu,Street Resurfacing,ON N SPAULDING AVE FROM W BEACH AVE (1440 N) TO W LE MOYNE ST (1500 N),21390,8580870
26,21507,2019,Street Resurfacing Menu,Street Resurfacing,ON W HIRSCH ST FROM N HAMLIN AVE (3799 W) TO N SPRINGFIELD AVE (3900 W),50822,8580870
26,21508,2019,Street Speed Hump Menu,Street Resurfacing,1522 N KARLOV AVE,2350,8580870
26,21509,2019,Street Speed Hump Menu,Street Resurfacing,ON N MONTICELLO AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N),3989,8580870
26,21510,2019,Street Speed Hump Menu,Street Resurfacing,1400 N KARLOV AVE,2350,8580870
26,21511,2019,Street Speed Hump Menu,Street Resurfacing,1019 N SACRAMENTO AVE,2350,8580870
26,21512,2020,Alley Resurfacing Menu,Alleys,W AUGUSTA BLVD & N FAIRFIELD AVE & N WASHTENAW AVE & W IOWA ST,43147,8580870
26,21513,2020,Alley Speed Hump Menu,Alleys,W AUGUSTA BLVD & N CALIFORNIA AVE & N WASHTENAW AVE & W CORTEZ ST,2800,8580870
26,21514,2020,Anti-Gun Violence Mural w/ DCASE,Beautification,1800 N. Humboldt Blvd,10000,8580870
26,21515,2020,Curb & Gutter Menu,Street Resurfacing,ON N SPRINGFIELD AVE FROM W LE MOYNE ST (1500 N) TO W NORTH AVE (1600 N),16467,8580870
26,21516,2020,Sidewalk Menu,Sidewalk Repair,3435 W PALMER ST,37789,8580870
26,21517,2020,Sidewalk Menu,Sidewalk Repair,836 N ROCKWELL ST,20720,8580870
26,21518,2020,Sidewalk Menu,Sidewalk Repair,1617 N KARLOV AVE,5013,8580870
26,21519,2020,Sidewalk Menu,Sidewalk Repair,2701 W DIVISION ST,15839,8580870
26,21520,2020,Sidewalk Menu,Sidewalk Repair,1504 N KEDVALE AVE,16479,8580870
26,21521,2020,Sidewalk Menu,Sidewalk Repair,2154-2156 N KEYSTONE AVE,11384,8580870
26,21522,2020,Sidewalk Menu,Sidewalk Repair,3756-3758 W MCLEAN AVE,29089,8580870
26,21523,2020,Sidewalk Menu,Sidewalk Repair,4247-4249 W HIRSCH ST,11285,8580870
26,21524,2020,Sidewalk Menu,Sidewalk Repair,3232 W POTOMAC AVE,7182,8580870
26,21525,2020,Sidewalk Menu,Sidewalk Repair,1703 N KEELER AVE,4826,8580870
26,21526,2020,Sidewalk Menu,Sidewalk Repair,1461-1465 N KEDVALE AVE,24910,8580870
26,21527,2020,Sidewalk Menu,Sidewalk Repair,4101 W NORTH AVE,8487,8580870
26,21528,2020,Sidewalk Menu,Sidewalk Repair,4203 W HIRSCH ST,26543,8580870
26,21529,2020,Sidewalk Menu,Sidewalk Repair,4258 W KAMERLING AVE,31554,8580870
26,21530,2020,Sidewalk Menu,Sidewalk Repair,1643 N KEDVALE AVE,7405,8580870
26,21531,2020,Street Light Residential Staggered Piggy Back Menu,Lighting,ON N SPAULDING AVE FROM W BEACH AVE (1440 N) TO W LE MOYNE ST (1500 N),40000,8580870
26,21532,2020,Street Resurfacing Menu,Street Resurfacing,ON N TRIPP AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N),50452,8580870
26,21533,2020,Street Speed Hump Menu,Street Resurfacing,ON N MONTICELLO AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N),710,8580870
26,21534,2021,Alley Apron Menu,Alleys,1401 N KEELER AVE,14900,8580870
26,21535,2021,Alley Resurfacing Menu,Alleys,1700 N KARLOV AVE,40615,8580870
26,21536,2021,Alley Resurfacing Menu,Alleys,N CAMPBELL AVE & W POTOMAC AVE & W HIRSCH ST & N MAPLEWOOD AVE,47472,8580870
26,21537,2021,Alley Resurfacing Menu,Alleys,N KEDZIE AVE & W WABANSIA AVE & W BLOOMINGDALE AVE & N SAWYER AVE,48362,8580870
26,21538,2021,Alley Resurfacing Menu,Alleys,N LAWNDALE AVE & W HIRSCH ST & W POTOMAC AVE & N RIDGEWAY AVE,45956,8580870
26,21539,2021,Alley Resurfacing Menu,Alleys,N ST LOUIS AVE & W BLOOMINGDALE AVE & W WABANSIA AVE & N DRAKE AVE,59980,8580870
26,21540,2021,Alley Resurfacing Menu,Alleys,N WASHTENAW AVE & W LE MOYNE ST & W NORTH AVE & N FAIRFIELD AVE,19261,8580870
26,21541,2021,Alley Resurfacing Menu,Alleys,W EVERGREEN AVE & N CENTRAL PARK AVE & N ST LOUIS AVE & W POTOMAC AVE,34661,8580870
26,21542,2021,Alley Resurfacing Menu,Alleys,W HIRSCH ST & N CENTRAL PARK AVE & N ST LOUIS AVE & W EVERGREEN AVE,39568,8580870
26,21543,2021,Alley Resurfacing Menu,Alleys,W HIRSCH ST & N ST LOUIS AVE & N CENTRAL PARK AVE & W BEACH AVE,39795,8580870
26,21544,2021,Alley Resurfacing Menu,Alleys,W POTOMAC AVE & N SPRINGFIELD AVE & N HARDING AVE & W GRAND AVE,35081,8580870
26,21545,2021,Concrete Alley Menu,Alleys,ON W WABANSIA AVE FROM N LAWNDALE AVE (3700 W) TO N MONTICELLO AVE (3630 W),285207,8580870
26,21546,2021,Miscellaneous CDOT Projects,Misc. CDOT,1550 N MONTICELLO AVE,660,8580870
26,21547,2021,POD Camera Relocation: Hirsch & Rockwell,Police Cameras,N ROCKWELL ST & W HIRSCH ST,1800,8580870
26,21548,2021,Sidewalk Menu,Sidewalk Repair,1123 N SACRAMENTO AVE,5689,8580870
26,21549,2021,Sidewalk Menu,Sidewalk Repair,1234 N MONTICELLO AVE,30481,8580870
26,21550,2021,Sidewalk Menu,Sidewalk Repair,1422 N KEELER AVE,3070,8580870
26,21551,2021,Sidewalk Menu,Sidewalk Repair,1503-1507 N KEDVALE AVE,6434,8580870
26,21552,2021,Sidewalk Menu,Sidewalk Repair,1522 N KEDZIE AVE,3527,8580870
26,21553,2021,Sidewalk Menu,Sidewalk Repair,1736 N KEELER AVE,3983,8580870
26,21554,2021,Sidewalk Menu,Sidewalk Repair,2053 N AVERS AVE,2820,8580870
26,21555,2021,Sidewalk Menu,Sidewalk Repair,2144 N HAMLIN AVE,2329,8580870
26,21556,2021,Sidewalk Menu,Sidewalk Repair,3261 W PALMER ST,4093,8580870
26,21557,2021,Sidewalk Menu,Sidewalk Repair,4255 W HIRSCH ST,4551,8580870
26,21558,2021,Sidewalk Menu,Sidewalk Repair,ON N ST LOUIS AVE FROM W SHAKESPEARE AVE (2130 N) TO W DICKENS AVE (2100 N),10169,8580870
26,21559,2021,Street Light Upgrade Menu,Lighting,1741 N WHIPPLE ST,500,8580870
26,21560,2021,Street Light Upgrade Menu,Lighting,3212 W BLOOMINGDALE AVE,5000,8580870
26,21561,2021,Street Resurfacing Menu,Street Resurfacing,ON W HIRSCH ST FROM N RIDGEWAY AVE (3730 W) TO N HAMLIN AVE (3799 W),22627,8580870
26,21562,2021,Street Resurfacing Menu,Street Resurfacing,ON W LE MOYNE ST FROM N CENTRAL PARK AVE (3599 W) TO N MONTICELLO AVE (3640 W),11178,8580870
26,21563,2021,Street Speed Hump Menu,Street Resurfacing,ON N AVERS AVE FROM W DICKENS AVE (2100 N) TO W PALMER ST (2200 N),4700,8580870
26,21564,2021,Street Speed Hump Menu,Street Resurfacing,ON N TRIPP AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N),4700,8580870
26,21565,2022,Alley Resurfacing Menu,Alleys,W ARMITAGE AVE & N DRAKE AVE & N CENTRAL PARK AVE & W CORTLAND ST,73806,8580870
26,21566,2022,Alley Resurfacing Menu,Alleys,W ARMITAGE AVE & N ST LOUIS AVE & N DRAKE AVE & W CORTLAND ST,79492,8580870
26,21567,2022,Alley Resurfacing Menu,Alleys,W DIVISION ST & N WASHTENAW AVE & N ROCKWELL ST & W CRYSTAL ST,37231,8580870
26,21568,2022,Alley Resurfacing Menu,Alleys,W EVERGREEN AVE & N ST LOUIS AVE & N HOMAN AVE & W POTOMAC AVE,53244,8580870
26,21569,2022,Concrete Alley Menu,Alleys,ON W WABANSIA AVE FROM N LAWNDALE AVE (3700 W) TO N MONTICELLO AVE (3630 W),24340,8580870
26,21570,2022,Floodlight Menu,Lighting,1656 N AVERS AVE,950,8580870
26,21571,2022,Miscellaneous CDOT Projects,Misc. CDOT,3358 W DIVISION ST,660,8580870
26,21572,2022,Miscellaneous CDOT Projects,Misc. CDOT,ON W DIVISION ST FROM N WESTERN AVE (2400 W) TO N MOZART DR (2830 W),110000,8580870
26,21573,2022,Sidewalk Menu,Sidewalk Repair,1115 N FRANCISCO AVE,1759,8580870
26,21574,2022,Sidewalk Menu,Sidewalk Repair,1919 N HARDING AVE,3987,8580870
26,21575,2022,Street Resurfacing Menu,Street Resurfacing,ON N KOLIN AVE FROM W HIRSCH ST (1400 N) TO W GRAND AVE (1600 N),104460,8580870
26,21576,2022,Street Resurfacing Menu,Street Resurfacing,ON W LE MOYNE ST FROM N HARDING AVE (3940 W) TO N PULASKI RD (4000 W),23117,8580870
26,21577,2022,Street Resurfacing Menu,Street Resurfacing,ON W WABANSIA AVE FROM N HAMLIN AVE (3800 W) TO N SPRINGFIELD AVE (3900 W),93752,8580870
26,21578,2022,Street Speed Hump Menu,Street Resurfacing,ON N LAWNDALE AVE FROM W POTOMAC AVE (1300 N) TO W HIRSCH ST (1400 N),4700,8580870
26,40835,2019,Alley Resurfacing Menu,Alleys,N CALIFORNIA AVE & W CRYSTAL ST & N WASHTENAW AVE & W DIVISION ST:1201-1225 N CALIFORNIA AVE,40025,8580870
26,40836,2019,Alley Resurfacing Menu,Alleys,N FRANCISCO AVE & W WALTON ST & N MOZART ST & W CHICAGO AVE:851 N FRANCISCO AVE,56313,8580870
26,40837,2019,Alley Resurfacing Menu,Alleys,W AUGUSTA BLVD & N CALIFORNIA AVE & W CORTEZ ST & N WASHTENAW AVE:2736 W AUGUSTA BLVD,25548,8580870
26,40838,2019,Alley Resurfacing Menu,Alleys,2040 N SPAULDING AVE:N SPAULDING AVE & W ARMITAGE AVE & N KIMBALL AVE & W DICKENS AVE,44140,8580870
26,40839,2019,Alley Resurfacing Menu,Alleys,W NORTH AVE & N KIMBALL AVE & W WABANSIA AVE & N SPAULDING AVE:3324-3358 W NORTH AVE,46880,8580870
26,40840,2019,Alley Resurfacing Menu,Alleys,W NORTH AVE & N TRIPP AVE & W WABANSIA AVE & N KILDARE AVE:4230 W NORTH AVE,56311,8580870
26,40841,2019,Alley Resurfacing Menu,Alleys,N KOSTNER AVE & W LE MOYNE ST & N KOLIN AVE & W HIRSCH ST:1401 N KOSTNER AVE,21064,8580870
26,40842,2019,Alley Resurfacing Menu,Alleys,N KILDARE AVE & W LE MOYNE ST & N TRIPP AVE & W HIRSCH ST:1401 N KILDARE AVE,27877,8580870
26,40843,2019,Alley Resurfacing Menu,Alleys,3403-3455 W PIERCE AVE:W PIERCE AVE & N ST LOUIS AVE & W LE MOYNE ST & N HOMAN AVE,41083,8580870
26,40844,2019,Alley Resurfacing Menu,Alleys,N KEELER AVE & W HIRSCH ST & N TRIPP AVE & W GRAND AVE:1400 N KEELER AVE,54160,8580870
26,40845,2019,Alley Resurfacing Menu,Alleys,W KAMERLING AVE & N KOSTNER AVE & W POTOMAC AVE & N KILDARE AVE:4301 W KAMERLING AVE,22873,8580870
26,40846,2019,Alley Resurfacing Menu,Alleys,N KILDARE AVE & W HIRSCH ST & N KOLIN AVE & W LE MOYNE ST:1400 N KILDARE AVE,28551,8580870
26,40847,2019,Alley Resurfacing Menu,Alleys,1400 N RIDGEWAY AVE:N RIDGEWAY AVE & W HIRSCH ST & N HAMLIN AVE & W LE MOYNE ST,39835,8580870
26,40848,2019,Alley Resurfacing Menu,Alleys,W NORTH AVE & N ST LOUIS AVE & W WABANSIA AVE & N KIMBALL AVE:3400-3462 W NORTH AVE,64131,8580870
26,40849,2019,Alley Speed Hump Menu,Alleys,3935-3959 W ARMITAGE AVE:W ARMITAGE AVE & N PULASKI RD & N HARDING AVE & W CORTLAND ST,1400,8580870
26,40850,2019,Alley Speed Hump Menu,Alleys,3706 W GRAND AVE:W GRAND AVE & N LAWNDALE AVE & W POTOMAC AVE & N HAMLIN AVE,700,8580870
26,40851,2019,Sidewalk Menu,Sidewalk Repair,ON N LOWELL AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N):1659 N LOWELL AVE,43874,8580870
26,40852,2020,Alley Resurfacing Menu (1-1),Alleys,N KARLOV AVE & W PIERCE AVE & W GRAND AVE & N KEDVALE AVE:1458-1500 N KARLOV AVE,26639,8580870
26,40853,2020,Alley Resurfacing Menu,Alleys,W NORTH AVE & N ALBANY AVE & N WHIPPLE ST & W WABANSIA AVE:3032-3054 W NORTH AVE:1615 N ALBANY AVE,48369,8580870
26,40854,2020,Alley Resurfacing Menu,Alleys,W POTOMAC AVE & N SPAULDING AVE & N HOMAN AVE & W EVERGREEN AVE:3300 W POTOMAC AVE:3301 W EVERGREEN AVE,45847,8580870
26,40855,2020,Alley Resurfacing Menu,Alleys,3932-3956 W DICKENS AVE:W DICKENS AVE & N PULASKI RD & N SPRINGFIELD AVE & W SHAKESPEARE AVE,11521,8580870
26,40856,2020,Alley Resurfacing Menu,Alleys,N SPAULDING AVE & W WABANSIA AVE & W BLOOMINGDALE AVE & N KIMBALL AVE:1700 N SPAULDING AVE,53510,8580870
26,40857,2020,Alley Resurfacing Menu,Alleys,1215 N ARTESIAN AVE:N ARTESIAN AVE & W POTOMAC AVE & W DIVISION ST & N WESTERN AVE,23257,8580870
26,40858,2020,Alley Resurfacing Menu,Alleys,1700 N RIDGEWAY AVE:N RIDGEWAY AVE & W WABANSIA AVE & W CORTLAND ST & N HAMLIN AVE,35743,8580870
26,40859,2020,Alley Resurfacing Menu,Alleys,1215 N MONTICELLO AVE:N MONTICELLO AVE & W DIVISION ST & W POTOMAC AVE & N CENTRAL PARK AVE,36288,8580870
26,40860,2020,Alley Resurfacing Menu,Alleys,W KAMERLING AVE & N KOSTNER AVE & N KILDARE AVE & W HIRSCH ST:4300 W KAMERLING AVE,31670,8580870
26,40861,2020,Alley Speed Hump Menu,Alleys,1700 N KEDVALE AVE:N KEDVALE AVE & W WABANSIA AVE & W CORTLAND ST & N KEELER AVE,2100,8580870
26,40862,2020,2 POD Cameras: 4001 W. North Ave & 3966 W. Grand Ave,Police Cameras,3966 W GRAND AVE:4001 W NORTH AVE,49552,8580870
26,40863,2020,Sidewalk Menu,Sidewalk Repair,1645 N KARLOV AVE:1615 N KARLOV AVE:1617 N KARLOV AVE,12218,8580870
26,40864,2020,Street Resurfacing Menu (1-5),Street Resurfacing,ON N LAWNDALE AVE FROM W HIRSCH ST (1400 N) TO W LE MOYNE ST (1500 N):1400 N LAWNDALE AVE,63137,8580870
26,40865,2020,Street Resurfacing Menu (1-5),Street Resurfacing,4000 W WABANSIA AVE:ON W WABANSIA AVE FROM N PULASKI RD (4000 W) TO N KEYSTONE AVE (4030 W),27918,8580870
26,40866,2020,Street Resurfacing Menu (1-5),Street Resurfacing,3800 W LE MOYNE ST:ON W LE MOYNE ST FROM N AVERS AVE (3840 W) TO N SPRINGFIELD AVE (3900 W),23906,8580870
26,40867,2020,Street Resurfacing Menu (1-5),Street Resurfacing,1500 N KEDVALE AVE:ON N KEDVALE AVE FROM W GRAND AVE (1452 N) TO W NORTH AVE (1600 N),65535,8580870
26,40868,2020,Street Resurfacing Menu,Street Resurfacing,ON N HAMLIN AVE FROM W NORTH AVE (1600 N) TO W WABANSIA AVE (1700 N):1600 N HAMLIN AVE,55933,8580870
26,40869,2020,Street Resurfacing Menu,Street Resurfacing,ON W WABANSIA AVE FROM N ST LOUIS AVE (3500 W) TO N KIMBALL AVE (3400 W):3400 W WABANSIA AVE,35053,8580870
26,40870,2020,Street Resurfacing Menu,Street Resurfacing,ON N RIDGEWAY AVE FROM W HIRSCH ST (1400 N) TO W POTOMAC AVE (1300 N):1300 N RIDGEWAY AVE,73056,8580870
26,40871,2020,Street Resurfacing Menu,Street Resurfacing,3900 W LE MOYNE ST:ON W LE MOYNE ST FROM N SPRINGFIELD AVE (3900 W) TO N HARDING AVE (3940 W),24375,8580870
26,40872,2020,Street Resurfacing Menu,Street Resurfacing,ON W EVERGREEN AVE FROM N ST LOUIS AVE (3500 W) TO N CENTRAL PARK AVE (3599 W):3500 W EVERGREEN AVE,52301,8580870
